School ID,School Name,Borough,Building Code,Street Address,City,State,Zip Code,Latitude,Longitude,Phone Number,Start Time,End Time,Student Enrollment,Percent White,Percent Black,Percent Hispanic,Percent Asian,Average Score (SAT Math),Average Score (SAT Reading),Average Score (SAT Writing),Percent Tested
09X250,Eximius College Preparatory Academy (College Board),Bronx,X002,1363 Fulton Avenue,Bronx,NY,10456,40.83374,-73.90245,718-992-7154,0.333333333,0.640277778,449,0.007,0.452,0.521,0.011,400,391,397,0.782
12X267,Bronx Latin,Bronx,X158,800 Home Street,Bronx,NY,10456,40.82776,-73.90039,718-991-6349,0.354166667,0.635416667,546,0,0.212,0.771,0.017,394,381,363,0.81
09X404,School for Excellence,Bronx,X400,1110 Boston Road,Bronx,NY,10456,40.8276,-73.90448,718-860-1385,0.34375,0.614583333,421,0.01,0.266,0.708,0.007,377,385,383,0.384
09X297,Morris Academy for Collaborative Studies,Bronx,X400,1110 Boston Road,Bronx,NY,10456,40.8276,-73.90448,718-542-3700,0.34375,0.645833333,471,0.004,0.263,0.72,0.008,407,389,386,0.448
09X517,Frederick Douglass Academy III Secondary School,Bronx,X148,3630 Third Avenue,Bronx,NY,10456,40.83417,-73.90403,718-538-9726,0.354166667,0.666666667,427,0.023,0.504,0.454,0.007,387,386,386,0.505
09X241,Urban Assembly School for Applied Math and Science,Bronx,X970,1595 Bathgate Avenue,Bronx,NY,10457,40.83933,-73.90131,718-466-7800,0.354166667,0.645833333,619,0.011,0.33,0.641,0.014,445,418,422,0.878
09X227,Bronx Collegiate Academy,Bronx,X410,240 East 172nd Street,Bronx,NY,10457,40.84037,-73.91084,718-410-4077,0.354166667,0.645833333,382,0.003,0.285,0.691,0.01,395,401,382,0.455
09X252,Mott Hall Bronx High School,Bronx,X970,1595 Bathgate Avenue,Bronx,NY,10457,40.83933,-73.90131,718-466-6800,0.354166667,0.635416667,402,0.012,0.201,0.756,0.012,417,399,398,0.462
09X525,Bronx Leadership Academy High School,Bronx,X876,1710 Webster Avenue,Bronx,NY,10457,40.84358,-73.90322,718-299-4274,0.333333333,0.655555556,686,0.006,0.357,0.617,0.004,375,372,374,0.491
09X263,Validus Preparatory Academy: An Expeditionary Learning School,Bronx,X970,1595 Bathgate Avenue,Bronx,NY,10457,40.83933,-73.90131,718-466-4000,0.34375,0.635416667,375,0.008,0.269,0.707,0.016,382,375,384,0.592
09X413,Bronx High School for Medical Science,Bronx,X410,240 East 172nd Street,Bronx,NY,10457,40.84037,-73.91084,718-410-4040,0.322916667,0.635416667,472,0.007,0.367,0.534,0.071,431,421,426,0.839
09X231,Eagle Academy for Young Men,Bronx,X465,4143 Third Avenue,Bronx,NY,10457,40.84519,-73.89698,718-466-8000,0.354166667,0.666666667,608,0.005,0.607,0.36,0.003,398,410,397,0.657
09X412,Bronx High School of Business,Bronx,X410,240 East 172nd Street,Bronx,NY,10457,40.84037,-73.91084,718-410-4060,0.322916667,0.635416667,339,0.012,0.333,0.631,0.015,365,360,346,0.333
09X329,DreamYard Preparatory School,Bronx,X410,240 East 172nd Street,Bronx,NY,10457,40.84037,-73.91084,718-410-4242,0.361111111,0.635416667,336,0.012,0.336,0.607,0.015,385,385,388,0.511
10X225,Theatre Arts Production Company School,Bronx,X137,2225 Webster Avenue,Bronx,NY,10457,40.85465,-73.89665,718-584-0832,0.354166667,0.645833333,632,0.007,0.292,0.666,0.012,402,421,410,0.777
10X243,West Bronx Academy for the Future,Bronx,X435,500 East Fordham Road,Bronx,NY,10458,40.86001,-73.88823,718-563-7139,0.354166667,0.635416667,599,0.03,0.211,0.72,0.027,404,383,378,0.573
10X439,Bronx High School for Law and Community Service,Bronx,X435,500 East Fordham Road,Bronx,NY,10458,40.86001,-73.88823,718-733-5274,0.34375,0.666666667,398,0.018,0.244,0.709,0.013,401,402,386,0.648
10X264,Bronx Academy for Software Engineering (BASE),Bronx,X660,2474 Crotona Avenue,Bronx,NY,10458,40.85592,-73.88258,718-733-6024,0.354166667,0.645833333,226,0.027,0.288,0.606,0.075,423,417,413,0.738
10X434,Belmont Preparatory High School,Bronx,X435,500 East Fordham Road,Bronx,NY,10458,40.86001,-73.88823,718-733-4559,0.34375,0.65625,416,0.019,0.3,0.656,0.022,413,408,402,0.553
10X437,Fordham High School for the Arts,Bronx,X435,500 East Fordham Road,Bronx,NY,10458,40.86001,-73.88823,718-733-4656,0.333333333,0.65625,401,0.025,0.309,0.651,0.01,398,404,412,0.562
10X565,High School for Energy and Technology,Bronx,X660,2474 Crotona Avenue,Bronx,NY,10458,40.85592,-73.88258,718-733-3080,0.333333333,0.65625,311,0.01,0.267,0.701,0.013,427,418,437,0.589
10X374,Knowledge and Power Preparatory Academy International High School (KAPPA),Bronx,X435,500 East Fordham Road,Bronx,NY,10458,40.86001,-73.88823,718-933-1247,0.3125,0.666666667,487,0.021,0.322,0.614,0.025,408,417,404,0.667
10X438,Fordham Leadership Academy for Business and Technology,Bronx,X435,500 East Fordham Road,Bronx,NY,10458,40.86001,-73.88823,718-733-5024,0.333333333,0.666666667,438,0.027,0.276,0.678,0.018,355,373,368,0.443
12X248,Metropolitan High School,Bronx,X099,1180 Rev JA Polite Avenue,Bronx,NY,10459,40.82523,-73.89395,718-991-4634,0.333333333,0.666666667,326,0.003,0.215,0.748,0.009,387,388,386,0.659
08X332,Holcombe L. Rucker School of Community Research,Bronx,X039,965 Longwood Avenue,Bronx,NY,10459,40.81744,-73.89805,718-860-1053,0.34375,0.635416667,236,0.004,0.432,0.547,0.004,376,372,369,0.59
08X530,Banana Kelly High School,Bronx,X039,965 Longwood Avenue,Bronx,NY,10459,40.81744,-73.89805,718-860-1242,0.364583333,0.628472222,325,0.012,0.372,0.606,0,378,391,378,0.257
08X269,Bronx Studio School for Writers and Artists,Bronx,X392,928 Simpson Street,Bronx,NY,10459,40.82062,-73.89307,718-893-5158,0.347222222,0.638888889,565,0.006,0.203,0.769,0.012,417,412,403,0.716
12X278,Peace and Diversity Academy,Bronx,X099,1180 Rev JA Polite Avenue,Bronx,NY,10459,40.82523,-73.89395,718-991-1855,0.364583333,0.635416667,170,0.018,0.441,0.524,0.006,366,362,365,0.271
12X271,East Bronx Academy for the Future,Bronx,X973,1716 Southern Boulevard,Bronx,NY,10460,40.83695,-73.88796,718-861-8641,0.354166667,0.625,618,0.005,0.254,0.71,0.03,418,406,408,0.411
12X511,Bronx Envision Academy,Bronx,X098,1619 Boston Road,Bronx,NY,10460,40.83594,-73.89047,718-589-1590,0.350694444,0.635416667,355,0.02,0.344,0.603,0.02,364,385,366,0.765
12X682,Fannie Lou Hamer Freedom High School,Bronx,X878,1021 Jennings Street,Bronx,NY,10460,40.83081,-73.88602,718-861-0521,0.364583333,0.614583333,470,0.002,0.285,0.704,0.004,345,347,339,0.75
12X251,Explorations Academy,Bronx,X098,1619 Boston Road,Bronx,NY,10460,40.83594,-73.89047,718-893-6173,0.333333333,0.645833333,358,0.02,0.271,0.698,0.008,377,372,365,0.43
12X372,Urban Assembly School for Wildlife Conservation,Bronx,X067,2024 Mohegan Avenue,Bronx,NY,10460,40.84404,-73.88469,718-991-2695,0.361111111,0.625,571,0.022,0.253,0.694,0.022,393,397,379,0.711
12X684,Wings Academy,Bronx,X879,1122 East 180th Street,Bronx,NY,10460,40.84181,-73.87542,718-597-1751,0.333333333,0.625,501,0.012,0.585,0.379,0.008,379,372,373,0.492
08X348,Schuylerville Preparatory High School,Bronx,X405,3000 East Tremont Avenue,Bronx,NY,10461,40.84051,-73.83812,718-904-4200,0.333333333,0.652777778,177,0.062,0.22,0.667,0.04,401,429,404,0.392
08X293,Renaissance High School for Musical Theater and Technology,Bronx,X405,3000 East Tremont Avenue,Bronx,NY,10461,40.84051,-73.83812,718-430-6390,0.34375,0.625,444,0.072,0.279,0.61,0.032,390,411,393,0.523
08X405,Herbert H. Lehman High School,Bronx,X405,3000 East Tremont Avenue,Bronx,NY,10461,40.84051,-73.83812,718-904-4200,0.34375,0.65625,1535,0.106,0.236,0.549,0.092,426,419,407,0.289
08X349,Bronx River High School,Bronx,X405,3000 East Tremont Avenue,Bronx,NY,10461,40.84051,-73.83812,718-904-4210,0.343055556,0.65,204,0.025,0.299,0.608,0.029,413,428,415,0.453
11X418,Bronx High School for the Visual Arts,Bronx,X839,2040 Antin Place,Bronx,NY,10462,40.85143,-73.86502,718-319-5160,0.34375,0.614583333,483,0.068,0.273,0.615,0.037,408,428,404,0.325
10X368,In-Tech Academy,Bronx,X368,2975 Tibbett Avenue,Bronx,NY,10463,40.88005,-73.90921,718-432-4300,0.354166667,0.645833333,1022,0.034,0.108,0.828,0.028,426,419,404,0.859
10X284,Bronx School of Law and Finance,Bronx,X475,99 Terrace View Avenue,Bronx,NY,10463,40.87705,-73.91234,718-561-0113,0.333333333,0.614583333,426,0.026,0.303,0.648,0.021,384,394,366,0.483
10X213,Bronx Engineering and Technology Academy,Bronx,X475,99 Terrace View Avenue,Bronx,NY,10463,40.87705,-73.91234,718-563-6678,0.34375,0.6875,417,0.014,0.343,0.559,0.067,394,406,391,0.596
10X546,Bronx Theatre High School,Bronx,X475,99 Terrace View Avenue,Bronx,NY,10463,40.87705,-73.91234,718-329-2902,0.361111111,0.666666667,428,0.016,0.301,0.671,0.005,382,384,390,0.667
10X477,Marble Hill High School for International Studies,Bronx,X475,99 Terrace View Avenue,Bronx,NY,10463,40.87705,-73.91234,718-561-0973,0.354166667,0.694444444,449,0.051,0.245,0.61,0.089,451,417,423,0.929
10X237,"Marie Curie School for Medicine, Nursing, and Health Professions",Bronx,X143,120 West 231st Street,Bronx,NY,10463,40.87598,-73.90123,718-432-6491,0.333333333,0.614583333,583,0.033,0.357,0.569,0.027,423,420,425,0.686
10X141,Riverdale/Kingsbridge Academy,Bronx,X141,660 West 237th Street,Bronx,NY,10463,40.88837,-73.91409,718-796-8516,0.347222222,0.611111111,1381,0.237,0.123,0.557,0.077,496,485,476,0.694
11X513,New World High School,Bronx,X362,921 East 228th Street,Bronx,NY,10466,40.88792,-73.85287,718-696-3800,0.333333333,0.625,408,0.076,0.093,0.662,0.137,407,363,358,0.93
11X514,Bronxwood Preparatory Academy,Bronx,X362,921 East 228th Street,Bronx,NY,10466,40.88792,-73.85287,718-696-3820,0.333333333,0.625,423,0.038,0.619,0.288,0.033,392,408,392,0.433
11X270,Academy for Scholarship and Entrepreneurship (College Board),Bronx,X362,921 East 228th Street,Bronx,NY,10466,40.88792,-73.85287,718-696-3840,0.333333333,0.622222222,371,0.011,0.636,0.305,0.032,392,408,400,0.634
11X544,High School for Contemporary Arts,Bronx,X425,800 East Gun Hill Road,Bronx,NY,10467,40.87575,-73.86139,718-944-5610,0.333333333,0.614583333,493,0.01,0.381,0.592,0.008,367,381,361,0.41
11X545,Bronx Aerospace High School,Bronx,X425,800 East Gun Hill Road,Bronx,NY,10467,40.87575,-73.86139,718-696-6010,0.375,0.708333333,431,0.021,0.292,0.645,0.023,403,410,393,0.505
11X290,Bronx Academy of Health Careers,Bronx,X425,800 East Gun Hill Road,Bronx,NY,10467,40.87575,-73.86139,718-696-3340,0.350694444,0.635416667,465,0.019,0.447,0.473,0.047,386,380,391,0.594
11X275,High School of Computers and Technology,Bronx,X425,800 East Gun Hill Road,Bronx,NY,10467,40.87575,-73.86139,718-696-3930,0.333333333,0.625,567,0.012,0.344,0.58,0.049,396,399,377,0.656
11X265,Bronx Lab School,Bronx,X425,800 East Gun Hill Road,Bronx,NY,10467,40.87575,-73.86139,718-696-3700,0.364583333,0.708333333,471,0.015,0.399,0.544,0.036,407,416,401,0.774
11X253,Bronx High School for Writing and Communication Arts,Bronx,X425,800 East Gun Hill Road,Bronx,NY,10467,40.87575,-73.86139,718-944-5660,0.333333333,0.625,389,0.013,0.45,0.491,0.033,380,437,425,0.381
10X433,High School for Teaching and the Professions,Bronx,X430,2780 Reservoir Avenue,Bronx,NY,10468,40.87038,-73.89816,718-329-7380,0.364583333,0.65625,486,0.027,0.204,0.745,0.019,372,361,369,0.465
10X445,Bronx High School of Science,Bronx,X445,75 West 205th Street,Bronx,NY,10468,40.87706,-73.88978,718-817-7700,0.333333333,0.65625,3015,0.221,0.026,0.055,0.628,714,660,667,0.97
10X268,Kingsbridge International High School,Bronx,X430,2780 Reservoir Avenue,Bronx,NY,10468,40.87038,-73.89816,718-329-8580,0.322916667,0.614583333,461,0.02,0.052,0.859,0.065,366,311,310,0.507
10X549,Discovery High School,Bronx,X430,2780 Reservoir Avenue,Bronx,NY,10468,40.87038,-73.89816,718-733-3872,0.364583333,0.65625,530,0.023,0.174,0.772,0.025,432,396,395,0.399
10X353,World View High School,Bronx,X440,100 West Mosholu Parkway South,Bronx,NY,10468,40.88008,-73.8859,718-601-0391,0.375,0.666666667,173,0.012,0.277,0.688,0.012,483,436,452,0.562
10X442,Celia Cruz Bronx High School of Music,Bronx,X430,2780 Reservoir Avenue,Bronx,NY,10468,40.87038,-73.89816,718-329-8550,0.333333333,0.65625,430,0.012,0.253,0.7,0.014,417,434,425,0.756
10X696,High School of American Studies at Lehman College,Bronx,X905,2925 Goulden Avenue,Bronx,NY,10468,40.87126,-73.89752,718-329-2144,0.333333333,0.625,376,0.508,0.04,0.152,0.231,669,672,672,0.918
10X440,DeWitt Clinton High School,Bronx,X440,100 West Mosholu Parkway South,Bronx,NY,10468,40.88008,-73.8859,718-543-1000,0.333333333,0.615277778,2109,0.036,0.316,0.545,0.086,445,436,433,0.318
10X342,International School for Liberal Arts,Bronx,X430,2780 Reservoir Avenue,Bronx,NY,10468,40.87038,-73.89816,718-329-8570,0.333333333,0.65625,561,0.005,0,0.995,0,390,387,379,0.192
10X351,Bronx Collaborative High School,Bronx,X440,100 West Mosholu Parkway South,Bronx,NY,10468,40.88008,-73.8859,718-543-1023,0.375,0.666666667,223,0.049,0.296,0.623,0.013,372,385,367,0.327
11X299,Astor Collegiate Academy,Bronx,X415,925 Astor Avenue,Bronx,NY,10469,40.8597,-73.86074,718-944-3418,0.315972222,0.663194444,476,0.105,0.334,0.479,0.065,422,417,409,0.579
11X542,Pelham Preparatory Academy,Bronx,X415,925 Astor Avenue,Bronx,NY,10469,40.8597,-73.86074,718-944-3601,0.34375,0.65625,489,0.065,0.356,0.489,0.055,420,433,425,0.77
11X509,High School of Language and Innovation,Bronx,X415,925 Astor Avenue,Bronx,NY,10469,40.8597,-73.86074,718-944-3625,0.350694444,0.635416667,354,0.11,0.119,0.576,0.167,356,340,320,0.727
11X288,Collegiate Institute for Math and Science,Bronx,X415,925 Astor Avenue,Bronx,NY,10469,40.8597,-73.86074,718-944-3635,0.34375,0.677083333,687,0.095,0.338,0.435,0.116,488,461,458,0.798
11X508,Bronxdale High School,Bronx,X415,925 Astor Avenue,Bronx,NY,10469,40.8597,-73.86074,718-944-3655,0.350694444,0.663194444,427,0.094,0.288,0.571,0.03,418,432,436,0.725
12X388,Pan American International High School at Monroe,Bronx,X420,1300 Boynton Avenue,Bronx,NY,10472,40.83137,-73.87882,718-991-7238,0.354166667,0.729166667,428,0,0,1,0,317,315,292,0.656
12X478,Cinema School,Bronx,X423,1551 East 172nd Street,Bronx,NY,10472,40.83136,-73.87834,718-620-2560,0.354166667,0.65625,338,0.041,0.219,0.698,0.038,430,449,448,0.883
12X692,Monroe Academy for Visual Arts and Design,Bronx,X420,1300 Boynton Avenue,Bronx,NY,10472,40.83137,-73.87882,718-860-8160,0.354166667,0.625,445,0.009,0.18,0.784,0.011,361,354,351,0.468
12X242,Mott Hall V,Bronx,X423,1551 East 172nd Street,Bronx,NY,10472,40.83136,-73.87834,718-620-8160,0.333333333,0.645833333,669,0.017,0.222,0.706,0.042,430,422,414,0.775
12X521,Metropolitan Soundview High School,Bronx,X420,1300 Boynton Avenue,Bronx,NY,10472,40.83137,-73.87882,718-860-8240,0.354166667,0.652777778,416,0.017,0.262,0.673,0.026,444,428,422,0.52
12X550,High School of World Cultures,Bronx,X420,1300 Boynton Avenue,Bronx,NY,10472,40.83137,-73.87882,718-860-8120,0.333333333,0.666666667,410,0.012,0.083,0.802,0.08,356,359,347,0.382
08X312,Millennium Art Academy,Bronx,X450,1980 Lafayette Avenue,Bronx,NY,10473,40.8223,-73.85596,718-824-0978,0.333333333,0.625,487,0.018,0.3,0.651,0.023,396,413,395,0.392
08X452,Bronx Guild,Bronx,X450,1980 Lafayette Avenue,Bronx,NY,10473,40.8223,-73.85596,718-597-1587,0.354166667,0.625,326,0.012,0.322,0.617,0.04,365,393,357,0.413
08X367,"Archimedes Academy for Math, Science, and Technology Applications",Bronx,X174,456 White Plains Road,Bronx,NY,10473,40.81492,-73.85657,718-617-5046,0.350694444,0.635416667,637,0.022,0.309,0.606,0.055,418,430,403,0.512
08X432,Bronx Bridges High School,Bronx,X450,1980 Lafayette Avenue,Bronx,NY,10473,40.8223,-73.85596,718-829-2984,0.333333333,0.65625,333,0.018,0.066,0.829,0.078,397,357,395,0.012
08X305,Pablo Neruda Academy,Bronx,X450,1980 Lafayette Avenue,Bronx,NY,10473,40.8223,-73.85596,718-824-1682,0.333333333,0.659722222,315,0.013,0.26,0.676,0.044,394,384,383,0.442
08X282,Women's Academy of Excellence,Bronx,X174,456 White Plains Road,Bronx,NY,10473,40.81492,-73.85657,718-542-0740,0.354166667,0.614583333,345,0.026,0.501,0.412,0.035,386,390,389,0.452
08X561,Bronx Compass High School,Bronx,X450,1980 Lafayette Avenue,Bronx,NY,10473,40.8223,-73.85596,718-828-1206,0.354166667,0.635416667,332,0.009,0.346,0.602,0.024,342,312,325,0.362
08X519,Felisa Rincon de Gautier Institute for Law and Public Policy,Bronx,X972,1440 Story Avenue,Bronx,NY,10473,40.82117,-73.88114,718-860-5110,0.333333333,0.596527778,307,0.029,0.254,0.678,0.02,389,408,413,0.313
08X376,Antonia Pantoja Preparatory Academy (College Board),Bronx,X450,1980 Lafayette Avenue,Bronx,NY,10473,40.8223,-73.85596,718-824-3152,0.333333333,0.614583333,450,0.013,0.262,0.654,0.063,435,415,423,0.449
11X249,Bronx Health Sciences High School,Bronx,X455,750 Baychester Avenue,Bronx,NY,10475,40.87413,-73.8338,718-862-4406,0.302083333,0.625,374,0.027,0.519,0.345,0.075,407,421,427,0.871
11X455,Harry S. Truman High School,Bronx,X455,750 Baychester Avenue,Bronx,NY,10475,40.87413,-73.8338,718-904-5400,0.333333333,0.625,2058,0.022,0.516,0.427,0.024,400,401,391,0.415
24Q600,Queens Vocational and Technical High School,Queens,Q600,37-02 47th Avenue,Long Island City,NY,11101,40.74219,-73.92824,718-937-3010,0.333333333,0.6875,1553,0.073,0.058,0.746,0.121,467,436,432,0.534
24Q267,High School of Applied Communication,Queens,Q735,30-20 Thomson Avenue,Long Island City,NY,11101,40.74509,-73.93681,718-389-3163,0.354166667,0.645833333,421,0.135,0.126,0.544,0.159,435,437,441,0.709
24Q520,Middle College High School at LaGuardia Community College,Queens,Q520,45-35 Van Dam Street,Long Island City,NY,11101,40.74415,-73.93363,718-392-3330,0.333333333,0.579861111,514,0.07,0.047,0.796,0.084,377,389,377,0.487
30Q301,Academy for Careers in Television and Film,Queens,Q404,1-50 51st Avenue,Long Island City,NY,11101,40.74114,-73.94969,718-609-3330,0.375,0.645833333,515,0.208,0.159,0.542,0.058,444,458,444,0.95
24Q610,Aviation Career and Technical Education High School,Queens,Q610,45-30 36th Street,Long Island City,NY,11101,40.74359,-73.92908,718-361-2032,0.333333333,0.6875,2168,0.11,0.063,0.49,0.309,511,464,456,0.786
30Q575,Academy of American Studies,Queens,Q451,28-04 41st Avenue,Long Island City,NY,11101,40.7513,-73.93742,718-361-8786,0.409722222,0.677083333,874,0.283,0.073,0.343,0.293,495,482,479,0.848
30Q555,Newcomers High School,Queens,Q450,28-01 41st Avenue,Long Island City,NY,11101,40.75138,-73.93745,718-937-6005,0.333333333,0.625,993,0.062,0.024,0.546,0.367,490,374,381,0.471
24Q299,Bard High School Early College Queens,Queens,Q735,30-20 Thomson Avenue,Long Island City,NY,11101,40.74509,-73.93681,718-361-3133,0.375,0.638888889,623,0.345,0.114,0.17,0.342,631,598,610,0.941
24Q530,International High School at LaGuardia Community College,Queens,Q520,45-35 Van Dam Street,Long Island City,NY,11101,40.74415,-73.93363,718-392-3433,0.333333333,0.645833333,509,0.13,0.026,0.45,0.393,425,367,365,0.717
30Q502,Information Technology High School,Queens,Q725,21-16 44th Road,Long Island City,NY,11101,40.74792,-73.94657,718-937-4270,0.302083333,0.586805556,970,0.094,0.149,0.563,0.182,443,420,411,0.588
24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Queens,Q891,47-07 30th Place,Long Island City,NY,11101,40.74226,-73.93688,718-472-5671,0.333333333,0.625,610,0.109,0.049,0.643,0.192,478,445,445,0.711
24Q264,Academy of Finance and Enterprise,Queens,Q735,30-20 Thomson Avenue,Long Island City,NY,11101,40.74509,-73.93681,718-389-3623,0.34375,0.635416667,478,0.153,0.071,0.519,0.22,489,456,459,0.927
30Q286,Young Women's Leadership School in Astoria,Queens,Q739,23-15 Newtown Avenue,Astoria,NY,11102,40.77125,-73.9246,718-267-2839,0.333333333,0.638888889,572,0.196,0.047,0.38,0.377,483,464,477,1
30Q445,William Cullen Bryant High School,Queens,Q445,48-10 31st Avenue,Astoria,NY,11103,40.75812,-73.91033,718-721-5404,0.364583333,0.645833333,2496,0.161,0.056,0.487,0.284,466,424,426,0.569
30Q450,Long Island City High School,Queens,Q452,14-30 Broadway,Astoria,NY,11106,40.76576,-73.93273,718-545-7095,0.353472222,0.659722222,2123,0.09,0.135,0.602,0.157,430,423,412,0.516
30Q501,Frank Sinatra School of the Arts High School,Queens,Q570,35-12 35th Avenue,Astoria,NY,11106,40.75653,-73.92514,718-361-9920,0.322916667,0.635416667,808,0.387,0.136,0.334,0.105,536,543,543,0.895
30Q258,Energy Tech High School,Queens,Q204,36-41 28th Street,Astoria,NY,11106,40.7571,-73.93262,718-472-0536,0.364583333,0.649305556,227,0.159,0.115,0.427,0.233,412,424,421,0.792
30Q580,Baccalaureate School for Global Education,Queens,Q798,34-12 36th Avenue,Astoria,NY,11106,40.75517,-73.92682,718-361-5275,0.333333333,0.625,478,0.345,0.025,0.212,0.396,633,620,628,0.985
13K419,"Science Skills Center High School for Science, Technology, and the Creative Arts",Brooklyn,K805,49 Flatbush Avenue Extension,Brooklyn,NY,11201,40.69717,-73.98496,718-243-9413,0.338194444,0.652777778,528,0.021,0.705,0.184,0.068,399,397,386,0.659
13K439,Brooklyn International High School,Brooklyn,K805,49 Flatbush Avenue Extension,Brooklyn,NY,11201,40.69717,-73.98496,718-643-9315,0.385416667,0.645833333,345,0.139,0.177,0.267,0.417,432,334,333,0.927
15K497,School for International Studies,Brooklyn,K293,284 Baltic Street,Brooklyn,NY,11201,40.68545,-73.99349,718-330-9390,0.354166667,0.635416667,466,0.099,0.479,0.363,0.042,417,406,394,0.651
15K429,Brooklyn School for Global Studies,Brooklyn,K293,284 Baltic Street,Brooklyn,NY,11201,40.68545,-73.99349,718-694-9741,0.364583333,0.631944444,250,0.066,0.548,0.355,0.024,393,381,402,0.618
13K674,"City Polytechnic High School of Engineering, Architecture, and Technology",Brooklyn,K580,105 Johnson Street,Brooklyn,NY,11201,40.69494,-73.98604,718-875-1473,0.361111111,0.671527778,458,0.035,0.697,0.197,0.066,503,477,427,0.185
13K527,Urban Assembly Institute of Math and Science for Young Women,Brooklyn,K313,283 Adams Street,Brooklyn,NY,11201,40.69462,-73.98862,718-260-2300,0.354166667,0.638888889,470,0.049,0.736,0.148,0.035,397,415,407,0.824
13K483,Urban Assembly School for Law and Justice,Brooklyn,K313,283 Adams Street,Brooklyn,NY,11201,40.69462,-73.98862,718-858-1160,0.361111111,0.652777778,448,0.009,0.714,0.219,0.02,446,443,430,0.876
15K519,Cobble Hill School of American Studies,Brooklyn,K804,347 Baltic Street,Brooklyn,NY,11201,40.68458,-73.99109,718-403-9544,0.333333333,0.625,596,0.044,0.638,0.25,0.045,416,420,402,0.553
13K605,George Westinghouse Career and Technical Education High School,Brooklyn,K580,105 Johnson Street,Brooklyn,NY,11201,40.69494,-73.98604,718-625-6130,0.354166667,0.645833333,634,0.021,0.744,0.197,0.025,394,422,400,0.453
13K350,Urban Assembly High School of Music and Art,Brooklyn,K805,49 Flatbush Avenue Extension,Brooklyn,NY,11201,40.69717,-73.98496,718-858-0249,0.354166667,0.666666667,387,0.005,0.775,0.207,0.005,372,372,361,0.551
18K629,Cultural Academy for the Arts and Sciences,Brooklyn,K415,5800 Tilden Avenue,Brooklyn,NY,11203,40.64866,-73.9219,718-968-6630,0.333333333,0.625,353,0.006,0.904,0.085,0.006,382,395,384,0.573
17K745,Brooklyn Institute for Liberal Arts,Brooklyn,K470,600 Kingston Avenue,Brooklyn,NY,11203,40.65952,-73.94255,718-221-1097,0.333333333,0.625,253,0.004,0.941,0.032,0.016,342,314,326,0.437
18K569,Kurt Hahn Expeditionary Learning School,Brooklyn,K415,5800 Tilden Avenue,Brooklyn,NY,11203,40.64866,-73.9219,718-629-1204,0.354166667,0.645833333,341,0.003,0.912,0.067,0.012,378,394,388,0.726
17K531,School for Human Rights,Brooklyn,K470,600 Kingston Avenue,Brooklyn,NY,11203,40.65952,-73.94255,718-771-4793,0.333333333,0.625,424,0.01,0.907,0.065,0.014,398,411,400,0.608
18K563,It Takes a Village Academy,Brooklyn,K415,5800 Tilden Avenue,Brooklyn,NY,11203,40.64866,-73.9219,718-629-2307,0.34375,0.677083333,566,0.011,0.903,0.057,0.005,364,374,361,0.622
17K546,High School for Public Service: Heroes of Tomorrow,Brooklyn,K470,600 Kingston Avenue,Brooklyn,NY,11203,40.65952,-73.94255,718-756-5325,0.354166667,0.635416667,454,0.011,0.758,0.174,0.053,468,454,464,0.954
18K589,Arts and Media Preparatory Academy,Brooklyn,K232,905 Winthrop Street,Brooklyn,NY,11203,40.65846,-73.92903,718-773-3908,0.368055556,0.652777778,279,0.014,0.828,0.125,0.011,370,383,374,0.642
17K533,School for Democracy and Leadership,Brooklyn,K470,600 Kingston Avenue,Brooklyn,NY,11203,40.65952,-73.94255,718-771-4865,0.333333333,0.618055556,319,0.023,0.876,0.074,0.008,386,385,390,0.535
20K609,Urban Assembly School for Criminal Justice,Brooklyn,K223,4200 16th Avenue,Brooklyn,NY,11204,40.63491,-73.98152,718-438-3893,0.364583333,0.65625,496,0.15,0.175,0.204,0.465,428,413,417,0.836
20K505,Franklin Delano Roosevelt High School,Brooklyn,K505,5800 20th Avenue,Brooklyn,NY,11204,40.62026,-73.98201,718-621-8800,0.395833333,0.677083333,3220,0.186,0.115,0.293,0.401,504,411,407,0.54
13K412,"Brooklyn Community High School of Communication, Arts, and Media",Brooklyn,K117,300 Willoughby Avenue,Brooklyn,NY,11205,40.69258,-73.95887,718-230-5748,0.354166667,0.638888889,404,0.007,0.785,0.178,0.012,358,386,380,0.517
13K265,Dr. Susan S. McKinney Secondary School of the Arts,Brooklyn,K265,101 Park Avenue,Brooklyn,NY,11205,40.69634,-73.97577,718-834-6760,0.333333333,0.635416667,421,0.007,0.73,0.228,0.007,332,346,350,0.551
13K670,Benjamin Banneker Academy,Brooklyn,K914,71-77 Clinton Avenue,Brooklyn,NY,11205,40.69566,-73.96929,718-797-3702,0.333333333,0.625,916,0.005,0.864,0.086,0.034,479,484,472,0.855
14K071,Juan Morel Campos Secondary School,Brooklyn,K071,215 Heyward Street,Brooklyn,NY,11206,40.70358,-73.95324,718-302-7900,0.333333333,0.59375,692,0.025,0.136,0.827,0.003,366,356,353,0.563
14K449,Brooklyn Latin School,Brooklyn,K049,223 Graham Avenue,Brooklyn,NY,11206,40.7099,-73.94366,718-366-0154,0.333333333,0.604166667,676,0.135,0.194,0.145,0.361,625,588,591,0.975
